product-name,,product-property,compnay-name,product-property 3,product-property 4,product-property 5,auth-gold-span,extra-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/acer-nitro-5-ryzen-hexa-core-4600h-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-an515-44-an515-44-r9qa-an515-44-r8vs-gaming-laptop/p/itmc1273c0dab274?pid=COMFUR8X6RGZGYCJ&lid=LSTCOMFUR8X6RGZGYCJLMUQYG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_72&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_MXqJAQLCEGhkWG%2FlzlndPFLu9Jscwib8ZaRUl8lSFCJGZmmNpG%2B60hZXUS8YKP%2Bks8YQA9b1VgfM8KH8ON%2BZ3g%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,1 TB HDD|256 GB SSD,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹9,999/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-ideapad-slim-5i-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-15-itl-05-thin-light-laptop/p/itm91d4c1b7a4ae3?pid=COMG3TZGFGYDYGPD&lid=LSTCOMG3TZGFGYDYGPDL4JYXG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_73&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMG3TZGFGYDYGPD.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 Inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹10,499/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-chromebook-celeron-dual-core-4-gb-64-gb-emmc-storage-chrome-os-c423na-ec0521-thin-light-laptop/p/itmf0114edc44f50?pid=COMG6Z2BCHQ4PSYA&lid=LSTCOMG6Z2BCHQ4PSYAFTPD6Z&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_74&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMG6Z2BCHQ4PSYA.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,1 Year Onsite Warranty,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹4,165/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/acer-aspire-5-core-i5-11th-gen-8-gb-1-tb-hdd-windows-10-home-a514-54-thin-light-laptop/p/itm722a187f94fe5?pid=COMG69G2WFUNNHGU&lid=LSTCOMG69G2WFUNNHGUBYTYRU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_75&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMG69G2WFUNNHGU.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹7,499/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-ideapad-slim-3i-2021-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-14-itl-6-thin-light-laptop/p/itm39f87693ddf74?pid=COMG3TZGGX26VVHY&lid=LSTCOMG3TZGGX26VVHYVYPNGK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_76&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_mIVz82Be43DNYWQlFsSleHzkB4M5IZnoxwtUZ1mQnJT%2FGf7aWFoIGXcaWiQ7w7fDjDbloiV00Ag1s6DoB7hyHA%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 Inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹9,499/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-ideapad-slim3-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-14-itl-6-thin-light-laptop/p/itm1cea336c463a4?pid=COMG3TZGX4ZCAN5Y&lid=LSTCOMG3TZGX4ZCAN5YHBOTZU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_77&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMG3TZGX4ZCAN5Y.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 Inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹7,165/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-vivobook-ultra-14-core-i3-10th-gen-4-gb-512-gb-ssd-windows-10-home-x413ja-ek268t-x413ja-eb303t-thin-light-laptop/p/itm1c8e9d0ab97a4?pid=COMFTWZDNEXY33HG&lid=LSTCOMFTWZDNEXY33HGCWAGB2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_78&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMFTWZDNEXY33HG.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹6,332/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-vivobook-k15-oled-2021-ryzen-5-hexa-core-5500u-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-km513ua-l503ts-thin-light-laptop/p/itmbaf9e58999fd5?pid=COMG6AG7SNPEZNWM&lid=LSTCOMG6AG7SNPEZNWM8IQHFZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_79&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMG6AG7SNPEZNWM.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹10,499/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/msi-bravo-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-10-home-4-graphics-amd-radeon-rx5500m-144-hz-15-b5dd-043in-gaming-laptop/p/itm911d8ad8fe264?pid=COMG483FGGG3QREK&lid=LSTCOMG483FGGG3QREKC2GXYA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_80&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_mIVz82Be43DNYWQlFsSleHzkB4M5IZnoxwtUZ1mQnJQQmVAOrQ6WMTwPX1qEKIbSB3B78pS9gkVZ785czO44mw%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹10,832/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/apple-macbook-pro-m1-8-gb-512-gb-ssd-mac-os-big-sur-myd92hn-a/p/itmbe44ce71a4225?pid=COMFXEKMBJNDSE6N&lid=LSTCOMFXEKMBJNDSE6N8DCSQ2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_81&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMFXEKMBJNDSE6N.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,33.78 cm (13.3 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹21,332/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/msi-gf63-thin-core-i7-10th-gen-16-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-10uc-606in-gaming-laptop/p/itmb226e6dfb8cce?pid=COMG5AWTQQAJWP8B&lid=LSTCOMG5AWTQQAJWP8BEW9M2Z&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_82&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMG5AWTQQAJWP8B.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹12,832/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-vivobook-ultra-14-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-home-x413ea-eb322ts-thin-light-laptop/p/itmb90b9e1b627d4?pid=COMFZ3VNMGYQVUVR&lid=LSTCOMFZ3VNMGYQVUVRDIUMMA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_83&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMFZ3VNMGYQVUVR.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹7,499/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/hp-pavilion-aero-ryzen-5-hexa-core-5600u-16-gb-512-gb-ssd-windows-10-home-13-be0030au-thin-light-laptop/p/itm94f583331faa2?pid=COMG5U2B9MFFVFQY&lid=LSTCOMG5U2B9MFFVFQYTIIN87&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_84&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_mIVz82Be43DNYWQlFsSleHzkB4M5IZnoxwtUZ1mQnJSUSbx%2BaBu0jjQmow%2FK7ctPwWhWvoV3JORQOMQkMnsrQQ%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,33.78 cm (13.3 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹11,665/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/dell-vostro-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-3400-thin-light-laptop/p/itmf61c5116d51c7?pid=COMG666GDF86HEWY&lid=LSTCOMG666GDF86HEWYMNXQAJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_85&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMG666GDF86HEWY.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹8,999/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/dell-inspiron-ryzen-5-quad-core-3450u-8-gb-256-gb-ssd-windows-10-3505-notebook/p/itmbe362a8b7189a?pid=COMG3FHBRNDVGZVU&lid=LSTCOMG3FHBRNDVGZVUBT5LTX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_86&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMG3FHBRNDVGZVU.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 Inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹6,999/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-ideapad-3-core-i3-10th-gen-8-gb-256-gb-ssd-windows-10-home-15iil05-laptop/p/itm5adb6c458d239?pid=COMG6ZFCBYGZW2DD&lid=LSTCOMG6ZFCBYGZW2DDBIX8DR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_87&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMG6ZFCBYGZW2DD.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹6,082/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-rog-flow-x13-2021-ryzen-9-octa-core-5980hs-32-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-60-hz-gv301qh-k5459ts-2-1-gaming-laptop/p/itmd0d2790e77fbd?pid=COMG3ZF8XRZAHVT7&lid=LSTCOMG3ZF8XRZAHVT7IHUCFY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_88&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_mIVz82Be43DNYWQlFsSleHzkB4M5IZnoxwtUZ1mQnJTW%2BWJfydsS9pFuFtrZbQeT4FbymoTMrQU%2FBLeugzVIiA%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,34.04 cm (13.4 Inch) Touchscreen Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/apple-macbook-air-m1-8-gb-256-gb-ssd-mac-os-big-sur-mgnd3hn-a/p/itma8a9681af6907?pid=COMFXEKM3S5BFS2G&lid=LSTCOMFXEKM3S5BFS2GMUIOWS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_89&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMFXEKM3S5BFS2G.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,33.78 cm (13.3 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹13,999/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/hp-15s-core-i3-11th-gen-8-gb-1-tb-hdd-windows-10-home-15s-dy3001tu-thin-light-laptop/p/itmb9dd7dc8bf712?pid=COMGYZPAMNSCMYFZ&lid=LSTCOMGYZPAMNSCMYFZKI1B9J&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_90&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMGYZPAMNSCMYFZ.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹6,665/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/asus-vivobook-flip-14-touch-panel-core-i3-10th-gen-4-gb-512-gb-ssd-windows-10-home-tp412fa-ec372ts-2-1-laptop/p/itm29a145a9e980e?pid=COMFSKF9FP9WZDAZ&lid=LSTCOMFSKF9FP9WZDAZJURLIE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_91&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMFSKF9FP9WZDAZ.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inch) Touchscreen Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹7,665/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/acer-aspire-7-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-a715-42g-gaming-laptop/p/itm4385fddc2c72c?pid=COMGYCG8ZBXWPYUU&lid=LSTCOMGYCG8ZBXWPYUUYQDSM8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_92&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_mIVz82Be43DNYWQlFsSleHzkB4M5IZnoxwtUZ1mQnJR7f6AnKXdRzhDy38xoxCFUBuf8bmrABkYDqUwWk%2Fjuog%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,512 GB SSD,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹9,165/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/hp-core-i3-10th-gen-8-gb-512-gb-ssd-windows-10-home-15s-du1516tu-thin-light-laptop/p/itm38ece5faec105?pid=COMG442GHMXS9YNX&lid=LSTCOMG442GHMXS9YNXQQS76X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_93&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMG442GHMXS9YNX.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-10-3505-laptop/p/itm38b0fdd717a7b?pid=COMG55HHTU9S3QSK&lid=LSTCOMG55HHTU9S3QSKDZWCUQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_94&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMG55HHTU9S3QSK.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inches) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹6,582/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/msi-gf65-thin-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-10ue-410in-gaming-laptop/p/itm4883b261a85ea?pid=COMG5AWTPR8FHHVA&lid=LSTCOMG5AWTPR8FHHVA3RS2YB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_95&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=c59399b6-7097-45ac-b692-7851538e0723.COMG5AWTPR8FHHVA.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹15,832/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-yoga-7-core-i7-11th-gen-intel-evo-16-gb-512-gb-ssd-windows-10-home-14itl5-2-1-laptop/p/itm707ded706da81?pid=COMFXV7SFNVVRZEF&lid=LSTCOMFXV7SFNVVRZEFO9E50F&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_96&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=en_mIVz82Be43DNYWQlFsSleHzkB4M5IZnoxwtUZ1mQnJQcUeY3E%2BNNR6KNKlKsD12aaKFFr1dImJ8X%2BM6tyskeiw%3D%3D&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,512 GB SSD,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹16,665/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/lenovo-ideapad-slim-3i-2021-core-i5-11th-gen-8-gb-256-gb-ssd-windows-10-home-15itl6-15itl6-ub-thin-light-laptop/p/itm434c33a5ecc3a?pid=COMG36BSUKGYMGKD&lid=LSTCOMG36BSUKGYMGKDSRV2LQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_97&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=a7ee9cf8-cd6d-4c8e-8dcd-d09b97703504.COMG36BSUKGYMGKD.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,39.62 cm (15.6 inch) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹8,332/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.flipkart.com/hp-pavilion-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-14-dv0055tu-thin-light-laptop/p/itm74f33aae040fe?pid=COMG38XK5USWFK7N&lid=LSTCOMG38XK5USWFK7NCTES6C&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_98&otracker=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_HistoryAutoSuggest_1_4_na_na_na&fm=SEARCH&iid=a7ee9cf8-cd6d-4c8e-8dcd-d09b97703504.COMG38XK5USWFK7N.SEARCH&ppt=sp&ppn=sp&ssid=xao8ntvk000000001634539704069&qH=312f91285e048e09,,35.56 cm (14 inches) Display,,https://static-assets-web.flixcart.com/www/linchpin/fk-cp-zion/img/fa_62673a.png,Upto,"₹18,100",,"No Cost EMI from ₹11,332/month",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
